id,account_id,account_bank,account_type,account_status,account_balance,account_country,account_lat,account_lon,transaction_id,transaction_amount,transaction_date,transaction_time,transaction_type,transaction_type_name,transaction_category,transaction_channel,transaction_limit,terminal_id,terminal_network,dest_account_id,dest_bank,dest_account_type,dest_account_status,dest_account_balance,dest_account_country,ip,country,transaction_status,ppn_dttm,card_number,card_limit,card_type,limit_gabungan
73,73,Sumut,Tabungan,Active,60649155.72,Indonesia,-98.8375,-6.93649,310178c0-ec95-4edb-9a81-912c805f0465,150000,2022-11-21 12:57:43,12:57:43,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,173,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
74,74,Sumut,Tabungan,Active,61287711.07,Indonesia,-98.8375,-6.93649,4e81a600-3583-4002-bd30-f79758b4fefd,100000,2022-11-21 12:59:40,12:59:40,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,174,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
75,75,Sumut,Tabungan,Active,61926266.42,Indonesia,-98.8375,-6.93649,bedfab3e-1638-4900-b54a-c09545bd30ec,50000,2022-11-22 15:31:02,15:31:02,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,175,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
76,76,Sumut,Tabungan,Active,62564821.76,Indonesia,-98.8375,-6.93649,40e369e8-0b81-4b20-9607-ac5ce102e95d,27000,2022-12-12 14:21:32,14:21:32,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,176,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
77,77,Sumut,Tabungan,Active,63203377.11,Indonesia,-98.8375,-6.93649,06c79ad6-ef3c-444b-ad88-81debe92ab1e,500000,2022-07-01 14:04:48,14:04:48,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,177,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
78,78,Sumut,Tabungan,Active,63841932.46,Indonesia,-98.8375,-6.93649,27484943-0b9e-403f-8403-033e836bec60,1000000,2022-07-01 20:41:00,20:41:00,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,178,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
79,79,Sumut,Tabungan,Active,64480487.8,Indonesia,-98.8375,-6.93649,0d2d7b46-e353-4b61-9266-d40966342afe,500000,2022-07-04 12:38:08,12:38:08,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,179,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
80,80,Sumut,Tabungan,Active,65119043.15,Indonesia,-98.8375,-6.93649,d0d4aaa7-1da0-4275-a99c-d8e99ed823d10,1300000,2022-07-04 14:23:48,14:23:48,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,180,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
81,81,Sumut,Tabungan,Active,65757598.5,Indonesia,-98.8375,-6.93649,d2bcaf3c-3c99-4ce2-b60a-6a08854fae2b,250000,2022-07-05 17:54:22,17:54:22,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,181,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
82,82,Sumut,Tabungan,Active,66396153.85,Indonesia,-98.8375,-6.93649,f81bc473-1ac9-4ef6-9668-b13bcc9de921,100000,2022-07-11 17:07:46,17:07:46,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,182,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
83,83,Sumut,Tabungan,Active,67034709.19,Indonesia,-98.8375,-6.93649,bac1a35d-b062-4db7-9866-896c0a03e6e3,1000000,2022-07-12 12:57:10,12:57:10,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,183,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
84,84,Sumut,Tabungan,Active,67673264.54,Indonesia,-98.8375,-6.93649,34ce2142-b6d4-48bb-890d-d3847cbc245e,500000,2022-07-13 20:32:37,20:32:37,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,184,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
85,85,Sumut,Tabungan,Active,68311819.89,Indonesia,-98.8375,-6.93649,6f0ddadf-d44f-4b54-acb9-12c22c15bab10,140000,2022-07-25 10:48:10,10:48:10,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,185,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
86,86,Sumut,Tabungan,Active,68950375.23,Indonesia,-98.8375,-6.93649,f6fc4e5c-98ee-46a4-8a30-75838584dd74,750000,2022-08-01 16:11:27,16:11:27,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,186,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
87,87,Sumut,Tabungan,Active,69588930.58,Indonesia,-98.8375,-6.93649,f9ea05a1-ceba-4c8c-a35b-81bc2461d926,250000,2022-08-01 21:11:27,21:11:27,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,187,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
88,88,Sumut,Tabungan,Active,70227485.93,Indonesia,-98.8375,-6.93649,67e711a9-75d0-478a-9a98-f27940349b69,400000,2022-08-04 14:14:11,14:14:11,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,188,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
89,89,Sumut,Tabungan,Active,70866041.28,Indonesia,-98.8375,-6.93649,42c5b209-59cb-46f2-8843-0295924a7e54,1000000,2022-08-04 14:14:41,14:14:41,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,189,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
90,90,Sumut,Tabungan,Active,71504596.62,Indonesia,-98.8375,-6.93649,46d729cf-5ab0-4b17-9eb6-101c18ddaf5f,1500000,2022-08-05 10:34:55,10:34:55,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,190,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
91,91,Sumut,Tabungan,Active,72143151.97,Indonesia,-98.8375,-6.93649,bb1f22ef-052f-46c2-a17f-dbb7137967a9,400000,2022-08-10 9:03:42,9:03:42,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,191,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
92,92,Sumut,Tabungan,Active,72781707.32,Indonesia,-98.8375,-6.93649,b52efd0e-20e9-4db0-bdaf-0917520ac928,100000,2022-08-10 19:22:56,19:22:56,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,192,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
93,93,Sumut,Tabungan,Active,73420262.66,Indonesia,-98.8375,-6.93649,310178c0-ec95-4edb-9a81-912c805f0466,150000,2022-08-15 18:55:12,18:55:12,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,193,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
94,94,Sumut,Tabungan,Active,74058818.01,Indonesia,-98.8375,-6.93649,4e81a600-3583-4002-bd30-f79758b4fefd,100000,2022-08-22 23:08:15,23:08:15,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,194,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
95,95,Sumut,Tabungan,Active,74697373.36,Indonesia,-98.8375,-6.93649,bedfab3e-1638-4900-b54a-c09545bd30ec,50000,2022-08-29 6:55:30,6:55:30,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,195,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
96,96,Sumut,Tabungan,Active,75335928.71,Indonesia,-98.8375,-6.93649,40e369e8-0b81-4b20-9607-ac5ce102e95d,27000,2022-08-29 14:46:29,14:46:29,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,196,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
97,97,Sumut,Tabungan,Active,75974484.05,Indonesia,-98.8375,-6.93649,06c79ad6-ef3c-444b-ad88-81debe92ab1e,500000,2022-09-01 14:10:27,14:10:27,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,197,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
98,98,Sumut,Tabungan,Active,76613039.4,Indonesia,-98.8375,-6.93649,27484943-0b9e-403f-8403-033e836bec61,1000000,2022-09-01 14:13:46,14:13:46,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,198,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
99,99,Sumut,Tabungan,Active,77251594.75,Indonesia,-98.8375,-6.93649,0d2d7b46-e353-4b61-9266-d40966342afe,500000,2022-09-01 14:14:25,14:14:25,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,199,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
100,100,Sumut,Tabungan,Active,77890150.09,Indonesia,-98.8375,-6.93649,d0d4aaa7-1da0-4275-a99c-d8e99ed823d11,1300000,2022-09-01 14:15:13,14:15:13,409900,Transfer Internal,Transfer,Mobile Banking,10000000,5,517,200,Sumut,Tabungan,Active,1000000,Indonesia,6.88736,Indonesia,51,12/30/2022 20:26,123456789,10000000,gold,10000000
